current_power,local_time,month_energy,month_runtime,today_energy,today_runtime
13652,2024-07-21T13:22:10,24008,29602,198,802
13652,2024-07-21T13:22:12,24008,29602,198,802
13652,2024-07-21T13:22:13,24008,29602,198,802
271540,2024-07-21T13:22:14,24008,29602,198,802
271540,2024-07-21T13:22:15,24009,29602,199,802
271540,2024-07-21T13:22:16,24009,29602,199,802
269782,2024-07-21T13:22:17,24009,29602,199,802
269782,2024-07-21T13:22:18,24009,29602,199,802
269782,2024-07-21T13:22:19,24009,29602,199,802
268441,2024-07-21T13:22:20,24009,29602,199,802
268441,2024-07-21T13:22:21,24009,29602,199,802
267399,2024-07-21T13:22:22,24009,29602,199,802
267399,2024-07-21T13:22:23,24009,29602,199,802
267399,2024-07-21T13:22:24,24009,29602,199,802
266365,2024-07-21T13:22:26,24009,29602,199,802
266365,2024-07-21T13:22:27,24009,29602,199,802
266365,2024-07-21T13:22:28,24009,29602,199,802
265313,2024-07-21T13:22:29,24010,29602,200,802
265313,2024-07-21T13:22:30,24010,29602,200,802
265313,2024-07-21T13:22:31,24010,29602,200,802
264493,2024-07-21T13:22:32,24010,29602,200,802
264493,2024-07-21T13:22:33,24010,29602,200,802
264493,2024-07-21T13:22:34,24010,29602,200,802
263621,2024-07-21T13:22:35,24010,29602,200,802
263621,2024-07-21T13:22:36,24010,29602,200,802
262661,2024-07-21T13:22:37,24010,29602,200,802
262661,2024-07-21T13:22:39,24010,29602,200,802
262661,2024-07-21T13:22:40,24010,29602,200,802
261902,2024-07-21T13:22:41,24010,29602,200,802
261902,2024-07-21T13:22:42,24011,29602,201,802
261902,2024-07-21T13:22:43,24011,29602,201,802
261044,2024-07-21T13:22:44,24011,29602,201,802
261044,2024-07-21T13:22:45,24011,29602,201,802
261044,2024-07-21T13:22:46,24011,29602,201,802
246284,2024-07-21T13:22:47,24011,29602,201,802
246284,2024-07-21T13:22:48,24011,29602,201,802
246284,2024-07-21T13:22:49,24011,29602,201,802
235197,2024-07-21T13:22:50,24011,29602,201,802
235197,2024-07-21T13:22:51,24011,29602,201,802
237314,2024-07-21T13:22:52,24011,29602,201,802
237314,2024-07-21T13:22:54,24011,29602,201,802
237314,2024-07-21T13:22:55,24011,29602,201,802
238833,2024-07-21T13:22:56,24011,29602,201,802
238833,2024-07-21T13:22:57,24012,29602,202,802
238833,2024-07-21T13:22:58,24012,29602,202,802
211593,2024-07-21T13:22:59,24012,29602,202,802
211593,2024-07-21T13:23:00,24012,29603,202,803
211593,2024-07-21T13:23:01,24012,29603,202,803
236420,2024-07-21T13:23:02,24012,29603,202,803
236420,2024-07-21T13:23:03,24012,29603,202,803
211031,2024-07-21T13:23:04,24012,29603,202,803
211031,2024-07-21T13:23:05,24012,29603,202,803
211031,2024-07-21T13:23:07,24012,29603,202,803
166421,2024-07-21T13:23:08,24012,29603,202,803
166421,2024-07-21T13:23:09,24012,29603,202,803
166421,2024-07-21T13:23:10,24012,29603,202,803
117751,2024-07-21T13:23:11,24012,29603,202,803
117751,2024-07-21T13:23:12,24012,29603,202,803
117751,2024-07-21T13:23:13,24012,29603,202,803
97278,2024-07-21T13:23:14,24012,29603,202,803
97278,2024-07-21T13:23:15,24012,29603,202,803
91659,2024-07-21T13:23:17,24012,29603,202,803
91659,2024-07-21T13:23:18,24012,29603,202,803
91659,2024-07-21T13:23:19,24012,29603,202,803
