current_power,local_time,month_energy,month_runtime,today_energy,today_runtime
7729,2024-07-21T15:25:56,24207,29725,397,925
7729,2024-07-21T15:25:57,24207,29725,397,925
7729,2024-07-21T15:25:58,24207,29725,397,925
254082,2024-07-21T15:25:59,24207,29725,397,925
254082,2024-07-21T15:26:00,24207,29726,397,926
252973,2024-07-21T15:26:01,24207,29726,397,926
252973,2024-07-21T15:26:02,24208,29726,398,926
252973,2024-07-21T15:26:03,24208,29726,398,926
252037,2024-07-21T15:26:04,24208,29726,398,926
252037,2024-07-21T15:26:05,24208,29726,398,926
252037,2024-07-21T15:26:06,24208,29726,398,926
150460,2024-07-21T15:26:08,24208,29726,398,926
150460,2024-07-21T15:26:09,24208,29726,398,926
150460,2024-07-21T15:26:10,24208,29726,398,926
42022,2024-07-21T15:26:11,24208,29726,398,926
42022,2024-07-21T15:26:12,24208,29726,398,926
42022,2024-07-21T15:26:13,24208,29726,398,926
24022,2024-07-21T15:26:14,24208,29726,398,926
24022,2024-07-21T15:26:15,24208,29726,398,926
53420,2024-07-21T15:26:16,24208,29726,398,926
53420,2024-07-21T15:26:17,24208,29726,398,926
53420,2024-07-21T15:26:18,24208,29726,398,926
93826,2024-07-21T15:26:19,24208,29726,398,926
93826,2024-07-21T15:26:20,24208,29726,398,926
93826,2024-07-21T15:26:22,24208,29726,398,926
100533,2024-07-21T15:26:23,24208,29726,398,926
100533,2024-07-21T15:26:24,24208,29726,398,926
100533,2024-07-21T15:26:25,24208,29726,398,926
82450,2024-07-21T15:26:26,24208,29726,398,926
82450,2024-07-21T15:26:27,24208,29726,398,926
82450,2024-07-21T15:26:28,24208,29726,398,926
66017,2024-07-21T15:26:29,24208,29726,398,926
66017,2024-07-21T15:26:30,24208,29726,398,926
47698,2024-07-21T15:26:31,24208,29726,398,926
47698,2024-07-21T15:26:32,24208,29726,398,926
47698,2024-07-21T15:26:33,24208,29726,398,926
51110,2024-07-21T15:26:34,24208,29726,398,926
51110,2024-07-21T15:26:36,24208,29726,398,926
51110,2024-07-21T15:26:37,24208,29726,398,926
52450,2024-07-21T15:26:38,24208,29726,398,926
52450,2024-07-21T15:26:39,24208,29726,398,926
52450,2024-07-21T15:26:40,24208,29726,398,926
55378,2024-07-21T15:26:41,24208,29726,398,926
55378,2024-07-21T15:26:42,24208,29726,398,926
55378,2024-07-21T15:26:43,24208,29726,398,926
64177,2024-07-21T15:26:44,24208,29726,398,926
64177,2024-07-21T15:26:45,24208,29726,398,926
52482,2024-07-21T15:26:46,24209,29726,399,926
52482,2024-07-21T15:26:47,24209,29726,399,926
52482,2024-07-21T15:26:48,24209,29726,399,926
50408,2024-07-21T15:26:50,24209,29726,399,926
50408,2024-07-21T15:26:51,24209,29726,399,926
50408,2024-07-21T15:26:52,24209,29726,399,926
55211,2024-07-21T15:26:53,24209,29726,399,926
55211,2024-07-21T15:26:54,24209,29726,399,926
55211,2024-07-21T15:26:55,24209,29726,399,926
50508,2024-07-21T15:26:56,24209,29726,399,926
50508,2024-07-21T15:26:57,24209,29726,399,926
50508,2024-07-21T15:26:58,24209,29726,399,926
51340,2024-07-21T15:26:59,24209,29726,399,926
51340,2024-07-21T15:27:00,24209,29727,399,927
53492,2024-07-21T15:27:01,24209,29727,399,927
53492,2024-07-21T15:27:02,24209,29727,399,927
53492,2024-07-21T15:27:04,24209,29727,399,927
54178,2024-07-21T15:27:05,24209,29727,399,927
54178,2024-07-21T15:27:06,24209,29727,399,927
54178,2024-07-21T15:27:07,24209,29727,399,927
49484,2024-07-21T15:27:08,24209,29727,399,927
49484,2024-07-21T15:27:09,24209,29727,399,927
49484,2024-07-21T15:27:10,24209,29727,399,927
48397,2024-07-21T15:27:11,24209,29727,399,927
48397,2024-07-21T15:27:12,24209,29727,399,927
48397,2024-07-21T15:27:13,24209,29727,399,927
38377,2024-07-21T15:27:14,24209,29727,399,927
38377,2024-07-21T15:27:15,24209,29727,399,927
48127,2024-07-21T15:27:16,24209,29727,399,927
48127,2024-07-21T15:27:17,24209,29727,399,927
48127,2024-07-21T15:27:19,24209,29727,399,927
54517,2024-07-21T15:27:20,24209,29727,399,927
54517,2024-07-21T15:27:21,24209,29727,399,927
54517,2024-07-21T15:27:22,24209,29727,399,927
54547,2024-07-21T15:27:23,24209,29727,399,927
54547,2024-07-21T15:27:24,24209,29727,399,927
54547,2024-07-21T15:27:25,24209,29727,399,927
57954,2024-07-21T15:27:26,24209,29727,399,927
57954,2024-07-21T15:27:27,24209,29727,399,927
57492,2024-07-21T15:27:28,24209,29727,399,927
57492,2024-07-21T15:27:29,24209,29727,399,927
57492,2024-07-21T15:27:30,24209,29727,399,927
54118,2024-07-21T15:27:32,24209,29727,399,927
54118,2024-07-21T15:27:33,24209,29727,399,927
54118,2024-07-21T15:27:34,24209,29727,399,927
48866,2024-07-21T15:27:35,24209,29727,399,927
48866,2024-07-21T15:27:36,24209,29727,399,927
48866,2024-07-21T15:27:37,24209,29727,399,927
52091,2024-07-21T15:27:38,24209,29727,399,927
52091,2024-07-21T15:27:39,24209,29727,399,927
52091,2024-07-21T15:27:40,24209,29727,399,927
49611,2024-07-21T15:27:41,24209,29727,399,927
49611,2024-07-21T15:27:42,24209,29727,399,927
54244,2024-07-21T15:27:43,24209,29727,399,927
54244,2024-07-21T15:27:44,24209,29727,399,927
54244,2024-07-21T15:27:46,24209,29727,399,927
54766,2024-07-21T15:27:47,24209,29727,399,927
54766,2024-07-21T15:27:48,24209,29727,399,927
54766,2024-07-21T15:27:49,24209,29727,399,927
64061,2024-07-21T15:27:50,24209,29727,399,927
64061,2024-07-21T15:27:51,24209,29727,399,927
64061,2024-07-21T15:27:52,24209,29727,399,927
71459,2024-07-21T15:27:53,24209,29727,399,927
71459,2024-07-21T15:27:54,24210,29727,400,927
62076,2024-07-21T15:27:55,24210,29727,400,927
62076,2024-07-21T15:27:56,24210,29727,400,927
62076,2024-07-21T15:27:57,24210,29727,400,927
58800,2024-07-21T15:27:58,24210,29727,400,927
58800,2024-07-21T15:28:00,24210,29728,400,928
58800,2024-07-21T15:28:01,24210,29728,400,928
52688,2024-07-21T15:28:02,24210,29728,400,928
52688,2024-07-21T15:28:03,24210,29728,400,928
52688,2024-07-21T15:28:04,24210,29728,400,928
61239,2024-07-21T15:28:05,24210,29728,400,928
61239,2024-07-21T15:28:06,24210,29728,400,928
61239,2024-07-21T15:28:07,24210,29728,400,928
59010,2024-07-21T15:28:08,24210,29728,400,928
59010,2024-07-21T15:28:09,24210,29728,400,928
56483,2024-07-21T15:28:10,24210,29728,400,928
56483,2024-07-21T15:28:11,24210,29728,400,928
56483,2024-07-21T15:28:12,24210,29728,400,928
65367,2024-07-21T15:28:14,24210,29728,400,928
65367,2024-07-21T15:28:15,24210,29728,400,928
65367,2024-07-21T15:28:16,24210,29728,400,928
64692,2024-07-21T15:28:17,24210,29728,400,928
64692,2024-07-21T15:28:18,24210,29728,400,928
64692,2024-07-21T15:28:19,24210,29728,400,928
58017,2024-07-21T15:28:20,24210,29728,400,928
58017,2024-07-21T15:28:21,24210,29728,400,928
58017,2024-07-21T15:28:22,24210,29728,400,928
55561,2024-07-21T15:28:23,24210,29728,400,928
55561,2024-07-21T15:28:24,24210,29728,400,928
62941,2024-07-21T15:28:25,24210,29728,400,928
62941,2024-07-21T15:28:26,24210,29728,400,928
62941,2024-07-21T15:28:27,24210,29728,400,928
60885,2024-07-21T15:28:29,24210,29728,400,928
60885,2024-07-21T15:28:30,24210,29728,400,928
60885,2024-07-21T15:28:31,24210,29728,400,928
63442,2024-07-21T15:28:32,24210,29728,400,928
63442,2024-07-21T15:28:33,24210,29728,400,928
63442,2024-07-21T15:28:34,24210,29728,400,928
62635,2024-07-21T15:28:35,24210,29728,400,928
62635,2024-07-21T15:28:36,24210,29728,400,928
